document,line_number,character,dialogue
return of the jedi,494,THREEPIO,He says there's a secret entrance on the other side of the ridge.
return of the jedi,495,LANDO,"Admiral, we're in position. All fighters accounted for."
return of the jedi,496,ACKBAR,Proceed with the countdown. All groups assume attack coordinates.
return of the jedi,497,LANDO,"Don't worry, my friends are down there. They'll have that shield down on time... or this'll be the shortest offensive of all time."
return of the jedi,498,ACKBAR,"All craft, prepare to jump to hyperspace on my mark."
return of the jedi,499,LANDO,All right. Stand by.
return of the jedi,500,HAN,"Back door, huh? Good idea."
return of the jedi,501,HAN,It's only a few guards. This shouldn't be too much trouble.
return of the jedi,502,LEIA,"Well, it only takes one to sound the alarm."
return of the jedi,503,HAN,Then we'll do it real quiet-like.
return of the jedi,504,THREEPIO,"Oh! Oh, my. Uh, Princess Leia!"
return of the jedi,505,LEIA,Quiet.
return of the jedi,506,THREEPIO,I'm afraid our furry companion has gone and done something rather rash.
return of the jedi,507,LEIA,"Oh, no."
return of the jedi,508,HAN,There goes our surprise attack.
return of the jedi,509,SCOUT,Look! Over there! Stop him!
return of the jedi,510,HAN,Not bad for a little furball. There's only one left. You stay here. We'll take care of this.
return of the jedi,511,THREEPIO,I have decided that we shall stay here.
return of the jedi,512,EMPEROR,"Welcome, young Skywalker. I have been expecting you."
return of the jedi,513,EMPEROR,You no longer need those.
return of the jedi,514,EMPEROR,"Guards, leave us."
return of the jedi,515,EMPEROR,I'm looking forward to completing your training. In time you will call me Master.
return of the jedi,516,LUKE,You're gravely mistaken. You won't convert me as you did my father.
return of the jedi,517,EMPEROR,"Oh, no, my young Jedi. You will find that it is you who are mistaken...about a great many things."
return of the jedi,518,VADER,His lightsaber.
return of the jedi,519,EMPEROR,"Ah, yes, a Jedi's weapon. Much like your father's. By now you must know your father can never be turned from the dark side. So will it be with you."
return of the jedi,520,LUKE,You're wrong. Soon I'll be dead...and you with me.
return of the jedi,521,EMPEROR,Perhaps you refer to the imminent attack of your Rebel fleet.
return of the jedi,522,EMPEROR,Yes...I assure you we are quite safe from your friends here.
return of the jedi,523,LUKE,Your overconfidence is your weakness.
return of the jedi,524,EMPEROR,Your faith in your friends is yours.
return of the jedi,525,VADER,"It is pointless to resist, my son."
return of the jedi,526,EMPEROR,Everything that has transpired has done so according to my design.  Your friends up there on the Sanctuary Moon...
return of the jedi,527,EMPEROR,...are walking into a trap. As is your Rebel fleet! It was I who allowed the Alliance to know the location of the shield generator. It is quite safe from your pitiful little band. An entire legion of my best troops awaits them.
return of the jedi,528,EMPEROR,Oh...I'm afraid the deflector shield will be quite operational when your friends arrive.
return of the jedi,529,HAN,"All right! Up! Move! Come on! Quickly! Quickly, Chewie."
return of the jedi,530,LEIA,Han! Hurry! The fleet will be here any moment.
return of the jedi,531,HAN,"Charges!  Come on, come on!"
return of the jedi,532,THREEPIO,"Oh, my! They'll be captured!"
return of the jedi,533,THREEPIO,"Wa-wait! Wait, come back! Artoo, stay with me."
return of the jedi,534,COMMANDER,Freeze! You Rebel scum.
return of the jedi,535,LANDO,All wings report in.
return of the jedi,536,WEDGE,Red Leader standing by.
return of the jedi,537,GRAY LEADER,Gray Leader standing by.
return of the jedi,538,GREEN LEADER,Green Leader standing by.
return of the jedi,539,WEDGE,Lock S-foils in attack positions.
return of the jedi,540,ACKBAR,May the Force be with us.
return of the jedi,541,LANDO,"We've got to be able to get some kind of a reading on that shield, up or down. Well, how could they be jamming us if they don't know if we're coming."
return of the jedi,542,LANDO,Break off the attack! The shield is still up.
return of the jedi,543,RED LEADER,I get no reading. Are you sure?
return of the jedi,544,LANDO,Pull up! All craft pull up!
return of the jedi,545,ACKBAR,"Take evasive action! Green Group, stick close to holding sector MV-7."
return of the jedi,546,CONTROLLER,"Admiral, we have enemy ships in sector 47."
return of the jedi,547,ACKBAR,It's a trap!
return of the jedi,548,LANDO,Fighters coming in.
return of the jedi,549,REBEL PILOT,There's too many of them!
return of the jedi,550,LANDO,Accelerate to attack speed! Draw their fire away from the cruisers.
return of the jedi,551,WEDGE,"Copy, Gold Leader."
return of the jedi,552,EMPEROR,"Come, boy. See for yourself."
return of the jedi,553,EMPEROR,"From here you will witness the final destruction of the Alliance, and the end of your insignificant Rebellion."
return of the jedi,554,EMPEROR,"You want this, don't you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment, you make yourself more my servant."
return of the jedi,555,LUKE,No!
return of the jedi,556,EMPEROR,"It is unavoidable. It is your destiny. You, like your father, are now mine!"
return of the jedi,557,STORMTROOPER,"All right, move it! I said move it! Go on!"
return of the jedi,558,THREEPIO,"Hello! I say, over there! Were you looking for me?"
return of the jedi,559,BUNKER COMMANDER,Bring those two down here!
return of the jedi,560,STORMTROOPER,Let's go!
return of the jedi,561,THREEPIO,"Well, they're on their way. Artoo, are you sure this was a good idea?"
return of the jedi,562,STORMTROOPER,Freeze! Don't move!
return of the jedi,563,THREEPIO,We surrender.
return of the jedi,564,THREEPIO,"Ohhh! Stand back, Artoo."
return of the jedi,565,LEIA,The code's changed. We need Artoo!
return of the jedi,566,HAN,Here's the terminal.
return of the jedi,567,LEIA,"Artoo, where are you? We need you at the bunker right away."
return of the jedi,568,THREEPIO,"Going? What do you mean, you're going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroics. Come back!"
return of the jedi,569,LANDO,"Watch yourself, Wedge! Three from above!"
return of the jedi,570,WEDGE,"Red Three, Red Two, pull in!"
return of the jedi,571,RED TWO,Got it!
return of the jedi,572,RED THREE,"Three of them coming in, twenty degrees!"
return of the jedi,573,WEDGE,Cut to the left! I'll take the leader! They're heading for the medical frigate.
return of the jedi,574,NAVIGATOR,Pressure's steady.
return of the jedi,575,LANDO,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.
return of the jedi,576,COMMANDER,"We're in attack position now, sir."
return of the jedi,577,PIETT,Hold here.
return of the jedi,578,COMMANDER,We're not going to attack?
return of the jedi,579,PIETT,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.
return of the jedi,580,EMPEROR,"As you can see, my young apprentice, your friends have failed. Now witness the firepower of this fully armed and operational battle station.  Fire at will, Commander."
return of the jedi,581,JERJERROD,Fire!
return of the jedi,582,LANDO,"That blast came from the Death Star! That thing's operational!  Home One, this is Gold Leader."
return of the jedi,583,ACKBAR,We saw it. All craft prepare to retreat.
return of the jedi,584,LANDO,"You won't get another chance at this, Admiral."
return of the jedi,585,ACKBAR,"We have no choice, General Calrissian. Our cruisers can't repel firepower of that magnitude."
return of the jedi,586,LANDO,Han will have that shield down. We've got to give him more time.
return of the jedi,587,THREEPIO,We're coming!
return of the jedi,588,HAN,Come on! Come on!
return of the jedi,589,THREEPIO,"Oh, Artoo, hurry!"
return of the jedi,590,THREEPIO,"My goodness! Artoo, why did you have to be so brave?"
return of the jedi,591,HAN,"Well, I suppose I could hotwire this thing."
return of the jedi,592,LEIA,I'll cover you.
return of the jedi,593,LANDO,Yes! I said closer! Move as close as you can and engage those Star Destroyers at point- blank range.
return of the jedi,594,ACKBAR,"At that close range, we won't last long against those Star Destroyers."
return of the jedi,595,LANDO,We'll last longer then we will against that Death Star...and we might just take a few of them with us.
return of the jedi,596,REBEL PILOT,She's gonna blow!
return of the jedi,597,Y-WING PILOT,I'm hit!
return of the jedi,598,EMPEROR,"Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape, my young apprentice. The Alliance will die...as will your friends."
return of the jedi,599,EMPEROR,"Good. I can feel your anger. I am defenseless.  Take your weapon! Strike me down with all your hatred, and your journey towards the dark side will be complete."
return of the jedi,600,WALKER PILOT #1,Look!
return of the jedi,601,PILOT #2,Get him off of there!
return of the jedi,602,HAN,I think I got it. I got it!
return of the jedi,603,THREEPIO,"Oh, Princess Leia, are you all right?"
return of the jedi,604,HAN,Let's see.
return of the jedi,605,LEIA,It's not bad.
return of the jedi,606,STORMTROOPER,Freeze!
return of the jedi,607,THREEPIO,"Oh, dear."
return of the jedi,608,STORMTROOPER,Don't move!
return of the jedi,609,HAN,I love you.
return of the jedi,610,LEIA,I know.
return of the jedi,611,STORMTROOPER,Hands up! Stand up!
return of the jedi,612,HAN,Stay back.
return of the jedi,613,HAN,"Chewie!  Get down here!  She's wounded!  No, wait....  I got an idea."
return of the jedi,614,EMPEROR,"Good.  Use your aggressive feelings, boy!  Let the hate flow through you."
return of the jedi,615,VADER,Obi-Wan has taught you well.
return of the jedi,616,LUKE,"I will not fight you, father."
return of the jedi,617,VADER,You are unwise to lower your defenses.
return of the jedi,618,LUKE,"Your thoughts betray you, father. I feel the good in you...the conflict."
return of the jedi,619,VADER,There is no conflict.
return of the jedi,620,LUKE,"You couldn't bring yourself to kill me before, and I don't believe you'll destroy me now."
return of the jedi,621,VADER,"You underestimate the power of the dark side. If you will not fight, then you will meet your destiny."
return of the jedi,622,EMPEROR,Good.  Good.
return of the jedi,623,LANDO,Watch out. Squad at .06.
return of the jedi,624,REBEL PILOT,"I'm on it, Gold Leader."
return of the jedi,625,WEDGE,"Good shot, Red Two."
return of the jedi,626,LANDO,"Now...come on, Han, old buddy. Don't let me down."
return of the jedi,627,HAN/PILOT,"It's over, Commander. The Rebels have been routed. They're fleeing into the woods. We need reinforcements to continue the pursuit."
return of the jedi,628,CONTROL ROOM COMMANDER,Send three squads to help. Open the back door.
return of the jedi,629,SECOND COMMANDER,"Yes, sir."
return of the jedi,630,HAN,Throw me another charge.
return of the jedi,631,VADER,"You cannot hide forever, Luke."
return of the jedi,632,LUKE,I will not fight you.
return of the jedi,633,VADER,"Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for..."
